EventID,Time_UTC,Lat,Lon,Depth_km,MagType,Mag,Region
20260610_0000116,2026-06-10T07:24:37.0Z,5.77,126.15,119.0,m,4.2,MINDANAO, PHILIPPINES
20260610_0000118,2026-06-10T07:31:42.0Z,5.36,125.08,29.0,m,3.0,MINDANAO, PHILIPPINES
20260610_0000122,2026-06-10T07:48:17.0Z,5.1,124.89,9.0,m,3.8,MINDANAO, PHILIPPINES
20260610_0000125,2026-06-10T08:14:30.0Z,5.3,125.54,10.0,m,4.4,MINDANAO, PHILIPPINES
20260610_0000129,2026-06-10T08:38:48.0Z,5.47,125.12,2.0,m,3.1,MINDANAO, PHILIPPINES
20260610_0000133,2026-06-10T09:00:32.0Z,5.54,125.31,10.0,m,3.7,MINDANAO, PHILIPPINES
20260610_0000144,2026-06-10T09:13:42.703Z,5.6757,125.3874,61.7,mb,5.1,MINDANAO, PHILIPPINES
20260610_0000160,2026-06-10T10:07:41.0Z,5.39,125.58,10.0,m,3.6,MINDANAO, PHILIPPINES
20260610_0000169,2026-06-10T10:40:29.0Z,5.8,125.56,90.0,m,3.7,MINDANAO, PHILIPPINES
20260610_0000171,2026-06-10T10:52:25.0Z,5.68,125.33,2.0,m,3.1,MINDANAO, PHILIPPINES
20260610_0000174,2026-06-10T11:07:56.613Z,5.4152,125.2355,36.5,mb,5.0,MINDANAO, PHILIPPINES
20260610_0000182,2026-06-10T11:46:15.0Z,5.53,125.56,10.0,m,4.2,MINDANAO, PHILIPPINES
20260610_0000188,2026-06-10T12:07:01.0Z,4.68,125.25,52.0,m,3.4,KEPULAUAN SANGIHE, INDONESIA
20260610_0000190,2026-06-10T12:17:57.0Z,6.01,125.37,10.0,m,4.0,MINDANAO, PHILIPPINES
20260610_0000197,2026-06-10T12:41:11.0Z,7.9,126.85,10.0,m,3.4,MINDANAO, PHILIPPINES
20260610_0000203,2026-06-10T12:56:38.0Z,5.26,125.34,10.0,m,3.2,MINDANAO, PHILIPPINES
20260610_0000214,2026-06-10T13:28:44.0Z,5.31,125.63,7.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000240,2026-06-10T14:37:24.0Z,5.34,125.43,65.0,m,3.7,MINDANAO, PHILIPPINES
20260610_0000244,2026-06-10T14:55:24.0Z,5.58,125.04,7.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000246,2026-06-10T15:05:50.0Z,5.35,125.54,10.0,m,3.6,MINDANAO, PHILIPPINES
20260610_0000249,2026-06-10T15:27:08.0Z,5.38,125.0,10.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000257,2026-06-10T16:14:51.0Z,5.38,125.46,10.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000264,2026-06-10T16:38:13.0Z,5.31,125.62,10.0,m,3.4,MINDANAO, PHILIPPINES
20260610_0000266,2026-06-10T16:43:25.0Z,4.47,125.71,36.0,m,3.3,KEPULAUAN SANGIHE, INDONESIA
20260610_0000273,2026-06-10T16:51:25.0Z,5.93,125.37,7.0,m,3.0,MINDANAO, PHILIPPINES
20260610_0000271,2026-06-10T16:57:30.0Z,5.48,125.34,10.0,m,4.0,MINDANAO, PHILIPPINES
20260610_0000278,2026-06-10T17:26:10.0Z,5.42,125.34,10.0,m,3.4,MINDANAO, PHILIPPINES
20260610_0000281,2026-06-10T17:40:13.0Z,5.56,125.42,95.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000284,2026-06-10T17:52:47.0Z,5.89,125.37,12.0,m,3.2,MINDANAO, PHILIPPINES
20260610_0000286,2026-06-10T17:56:24.0Z,5.68,125.68,105.0,m,3.8,MINDANAO, PHILIPPINES
20260610_0000292,2026-06-10T18:05:30.0Z,5.32,125.22,22.0,m,3.0,MINDANAO, PHILIPPINES
20260610_0000291,2026-06-10T18:12:05.0Z,5.49,125.34,10.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000300,2026-06-10T18:58:03.0Z,5.52,125.36,10.0,m,3.6,MINDANAO, PHILIPPINES
20260610_0000302,2026-06-10T19:06:08.0Z,4.93,125.86,10.0,m,3.2,KEPULAUAN SANGIHE, INDONESIA
20260610_0000305,2026-06-10T19:13:57.0Z,5.19,125.45,10.0,m,3.8,MINDANAO, PHILIPPINES
20260610_0000320,2026-06-10T19:57:05.0Z,4.86,126.33,10.0,m,3.3,KEPULAUAN TALAUD, INDONESIA
20260610_0000326,2026-06-10T20:29:02.0Z,5.32,125.59,10.0,m,3.3,MINDANAO, PHILIPPINES
20260610_0000329,2026-06-10T20:36:33.0Z,5.74,126.14,38.0,m,3.0,MINDANAO, PHILIPPINES
20260610_0000333,2026-06-10T20:55:28.0Z,5.31,125.45,20.0,m,3.6,MINDANAO, PHILIPPINES
20260610_0000332,2026-06-10T20:56:54.0Z,5.33,125.3,10.0,m,3.3,MINDANAO, PHILIPPINES
20260610_0000341,2026-06-10T21:34:05.0Z,5.59,125.56,10.0,m,3.6,MINDANAO, PHILIPPINES
20260610_0000340,2026-06-10T21:37:20.0Z,4.97,125.39,10.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260610_0000355,2026-06-10T22:17:12.0Z,5.38,125.45,10.0,m,3.4,MINDANAO, PHILIPPINES
20260610_0000360,2026-06-10T22:30:43.0Z,5.44,125.68,10.0,m,3.3,MINDANAO, PHILIPPINES
20260610_0000362,2026-06-10T22:42:38.0Z,5.32,125.69,12.0,m,3.2,MINDANAO, PHILIPPINES
20260610_0000365,2026-06-10T22:46:30.0Z,5.29,125.41,123.0,m,3.5,MINDANAO, PHILIPPINES
20260610_0000368,2026-06-10T22:51:35.0Z,4.75,125.7,3.0,m,3.7,KEPULAUAN SANGIHE, INDONESIA
20260610_0000375,2026-06-10T23:26:26.38Z,4.8779,125.3282,29.3,mb,5.1,KEPULAUAN SANGIHE, INDONESIA
20260610_0000381,2026-06-10T23:47:45.0Z,5.36,125.43,10.0,m,4.0,MINDANAO, PHILIPPINES
20260611_0000001,2026-06-11T00:00:43.4Z,4.8832,125.2691,35.0,mb,4.9,KEPULAUAN SANGIHE, INDONESIA
20260611_0000002,2026-06-11T00:18:10.0Z,5.55,126.56,7.0,m,3.9,MINDANAO, PHILIPPINES
20260611_0000010,2026-06-11T01:05:04.0Z,5.68,125.32,1.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000009,2026-06-11T01:10:52.0Z,5.32,125.42,25.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000013,2026-06-11T01:24:28.0Z,5.37,125.27,27.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000015,2026-06-11T01:40:11.0Z,5.39,125.38,3.0,m,3.3,MINDANAO, PHILIPPINES
20260611_0000018,2026-06-11T01:46:18.0Z,5.65,125.27,22.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000019,2026-06-11T01:56:14.27Z,4.8793,125.3492,35.0,mb,5.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000023,2026-06-11T02:12:05.0Z,4.91,125.11,21.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000022,2026-06-11T02:16:57.0Z,4.96,125.63,10.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000025,2026-06-11T02:21:01.0Z,5.54,125.35,28.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000024,2026-06-11T02:27:16.0Z,2.77,125.39,5.0,m,3.6,KEPULAUAN SANGIHE, INDONESIA
20260611_0000029,2026-06-11T02:28:46.0Z,5.48,125.38,5.0,m,3.9,MINDANAO, PHILIPPINES
20260611_0000033,2026-06-11T02:43:38.32Z,4.7679,125.396,32.0,mb,4.6,KEPULAUAN SANGIHE, INDONESIA
20260611_0000036,2026-06-11T02:57:55.0Z,2.2,128.27,9.0,m,3.4,HALMAHERA, INDONESIA
20260611_0000041,2026-06-11T03:14:26.17Z,5.2209,125.636,10.0,mb,4.8,MINDANAO, PHILIPPINES
20260611_0000047,2026-06-11T03:26:10.0Z,5.67,125.07,33.0,m,3.4,MINDANAO, PHILIPPINES
20260611_0000052,2026-06-11T03:49:28.0Z,5.71,125.31,9.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000060,2026-06-11T04:27:30.0Z,5.7,125.27,10.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000062,2026-06-11T04:35:04.0Z,5.61,125.28,3.0,m,3.3,MINDANAO, PHILIPPINES
20260611_0000067,2026-06-11T04:50:57.0Z,5.23,125.38,10.0,m,4.0,MINDANAO, PHILIPPINES
20260611_0000077,2026-06-11T05:14:06.0Z,5.54,125.47,11.0,m,3.6,MINDANAO, PHILIPPINES
20260611_0000083,2026-06-11T05:32:31.0Z,5.54,126.56,8.0,m,4.1,MINDANAO, PHILIPPINES
20260611_0000088,2026-06-11T05:38:46.6Z,4.8455,125.4721,60.0,mb,5.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000094,2026-06-11T05:57:45.0Z,5.56,126.58,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000100,2026-06-11T06:11:30.0Z,5.47,125.35,10.0,m,3.6,MINDANAO, PHILIPPINES
20260611_0000102,2026-06-11T06:17:21.0Z,4.34,125.35,12.0,m,4.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000105,2026-06-11T06:35:39.0Z,5.55,126.58,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000111,2026-06-11T06:57:19.0Z,5.77,125.38,10.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000119,2026-06-11T07:16:54.0Z,4.92,125.46,52.0,m,3.4,KEPULAUAN SANGIHE, INDONESIA
20260611_0000124,2026-06-11T07:33:17.61Z,4.9085,125.3735,20.0,mw,5.4,KEPULAUAN SANGIHE, INDONESIA
20260611_0000135,2026-06-11T08:00:13.0Z,4.88,125.15,15.0,m,3.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000134,2026-06-11T08:06:34.0Z,5.24,125.78,115.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000136,2026-06-11T08:14:04.0Z,4.95,125.47,30.0,m,3.2,KEPULAUAN SANGIHE, INDONESIA
20260611_0000141,2026-06-11T08:25:04.0Z,5.27,125.27,46.0,m,3.4,MINDANAO, PHILIPPINES
20260611_0000142,2026-06-11T08:56:42.0Z,4.95,125.48,10.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000145,2026-06-11T09:01:40.0Z,5.03,125.4,10.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000147,2026-06-11T09:05:35.0Z,5.04,125.6,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000157,2026-06-11T09:17:15.0Z,5.66,125.49,21.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000161,2026-06-11T09:28:51.0Z,5.19,124.68,15.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000168,2026-06-11T09:58:48.0Z,4.85,125.54,10.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000202,2026-06-11T11:42:38.0Z,5.27,125.54,10.0,m,3.4,MINDANAO, PHILIPPINES
20260611_0000205,2026-06-11T11:46:58.49Z,4.8405,125.4044,35.0,mb,5.1,KEPULAUAN SANGIHE, INDONESIA
20260611_0000211,2026-06-11T11:49:28.0Z,4.75,125.17,14.0,m,3.8,KEPULAUAN SANGIHE, INDONESIA
20260611_0000219,2026-06-11T12:13:39.0Z,5.19,125.5,10.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000233,2026-06-11T13:17:35.0Z,4.8,125.59,10.0,m,3.3,KEPULAUAN SANGIHE, INDONESIA
20260611_0000239,2026-06-11T13:41:58.0Z,2.65,128.44,203.0,m,3.5,HALMAHERA, INDONESIA
20260611_0000241,2026-06-11T13:48:29.0Z,5.0,125.3,10.0,m,3.6,MINDANAO, PHILIPPINES
20260611_0000242,2026-06-11T13:55:38.0Z,4.95,125.4,10.0,m,3.6,KEPULAUAN SANGIHE, INDONESIA
20260611_0000251,2026-06-11T14:08:40.0Z,4.76,125.72,10.0,m,4.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000256,2026-06-11T14:13:45.0Z,5.81,125.39,14.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000254,2026-06-11T14:16:50.0Z,2.31,127.27,24.0,m,3.1,MOLUCCA SEA
20260611_0000258,2026-06-11T14:26:31.0Z,5.71,126.08,133.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000263,2026-06-11T14:43:19.0Z,4.69,125.33,31.0,m,3.3,KEPULAUAN SANGIHE, INDONESIA
20260611_0000262,2026-06-11T14:44:36.0Z,4.6,125.56,31.0,m,3.4,KEPULAUAN SANGIHE, INDONESIA
20260611_0000266,2026-06-11T14:56:55.0Z,5.22,125.54,21.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000270,2026-06-11T15:04:08.0Z,5.64,126.58,23.0,m,3.3,MINDANAO, PHILIPPINES
20260611_0000274,2026-06-11T15:09:10.0Z,4.96,125.27,57.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000280,2026-06-11T15:23:45.0Z,5.0,124.92,34.0,m,3.2,MINDANAO, PHILIPPINES
20260611_0000277,2026-06-11T15:26:05.0Z,5.03,125.31,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000282,2026-06-11T15:43:35.0Z,5.63,125.4,10.0,m,4.2,MINDANAO, PHILIPPINES
20260611_0000290,2026-06-11T16:09:17.0Z,4.98,125.44,6.0,m,4.6,KEPULAUAN SANGIHE, INDONESIA
20260611_0000292,2026-06-11T16:17:47.0Z,4.91,125.39,10.0,m,3.9,KEPULAUAN SANGIHE, INDONESIA
20260611_0000294,2026-06-11T16:26:13.0Z,5.05,125.38,10.0,m,4.1,MINDANAO, PHILIPPINES
20260611_0000299,2026-06-11T16:43:08.0Z,5.33,125.35,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000301,2026-06-11T16:55:12.0Z,4.94,125.35,10.0,m,4.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000310,2026-06-11T17:09:13.0Z,5.32,125.11,10.0,m,3.5,MINDANAO, PHILIPPINES
20260611_0000311,2026-06-11T17:12:06.0Z,4.79,125.25,20.0,m,3.0,KEPULAUAN SANGIHE, INDONESIA
20260611_0000320,2026-06-11T17:55:11.0Z,5.45,126.47,16.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000327,2026-06-11T18:27:02.0Z,5.51,126.81,8.0,m,3.6,MINDANAO, PHILIPPINES
20260611_0000330,2026-06-11T18:33:10.0Z,4.83,125.66,10.0,m,3.5,KEPULAUAN SANGIHE, INDONESIA
20260611_0000339,2026-06-11T18:57:09.0Z,5.0,125.45,10.0,m,3.7,MINDANAO, PHILIPPINES
20260611_0000347,2026-06-11T19:27:25.0Z,5.35,125.16,26.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000363,2026-06-11T20:20:37.0Z,5.57,125.89,10.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000378,2026-06-11T21:00:23.0Z,6.41,126.41,6.0,m,3.0,MINDANAO, PHILIPPINES
20260611_0000385,2026-06-11T21:16:21.0Z,5.82,126.49,7.0,m,3.4,MINDANAO, PHILIPPINES
20260611_0000384,2026-06-11T21:19:01.0Z,5.32,125.44,10.0,m,3.9,MINDANAO, PHILIPPINES
20260611_0000390,2026-06-11T21:54:24.0Z,5.56,125.32,10.0,m,3.1,MINDANAO, PHILIPPINES
20260611_0000396,2026-06-11T21:57:06.0Z,5.42,125.57,10.0,m,3.6,MINDANAO, PHILIPPINES
20260611_0000402,2026-06-11T22:31:54.0Z,5.67,125.35,10.0,m,3.9,MINDANAO, PHILIPPINES
20260611_0000409,2026-06-11T23:03:09.0Z,5.35,125.07,10.0,m,3.8,MINDANAO, PHILIPPINES
20260611_0000411,2026-06-11T23:05:35.0Z,5.46,124.92,7.0,m,3.4,MINDANAO, PHILIPPINES
20260611_0000422,2026-06-11T23:49:07.0Z,3.36,126.93,289.0,m,3.4,KEPULAUAN TALAUD, INDONESIA
20260612_0000012,2026-06-12T01:02:33.0Z,5.36,125.48,10.0,m,3.0,MINDANAO, PHILIPPINES
20260612_0000015,2026-06-12T01:07:14.0Z,4.84,125.58,143.0,m,3.7,KEPULAUAN SANGIHE, INDONESIA
20260612_0000112,2026-06-12T01:12:30.0Z,4.78,125.72,10.0,m,4.0,KEPULAUAN SANGIHE, INDONESIA
20260612_0000014,2026-06-12T01:14:51.0Z,5.34,125.48,10.0,m,3.2,MINDANAO, PHILIPPINES
20260612_0000021,2026-06-12T01:19:49.0Z,5.52,125.25,9.0,m,3.7,MINDANAO, PHILIPPINES
20260612_0000024,2026-06-12T01:23:20.0Z,5.19,125.1,3.0,m,3.5,MINDANAO, PHILIPPINES
20260612_0000032,2026-06-12T01:38:28.0Z,5.7,125.14,32.0,m,3.1,MINDANAO, PHILIPPINES
20260612_0000027,2026-06-12T01:45:04.0Z,5.12,126.66,96.0,m,3.3,MINDANAO, PHILIPPINES
20260612_0000030,2026-06-12T01:50:12.0Z,5.51,125.33,10.0,m,3.8,MINDANAO, PHILIPPINES
20260612_0000048,2026-06-12T02:47:38.0Z,5.25,125.16,12.0,m,3.2,MINDANAO, PHILIPPINES
20260612_0000058,2026-06-12T03:13:40.0Z,5.2,125.45,22.0,m,4.2,MINDANAO, PHILIPPINES
20260612_0000061,2026-06-12T03:20:11.0Z,5.41,124.93,17.0,m,3.4,MINDANAO, PHILIPPINES
20260612_0000068,2026-06-12T03:52:56.0Z,5.28,125.02,8.0,m,3.0,MINDANAO, PHILIPPINES
20260612_0000074,2026-06-12T04:19:34.0Z,5.57,125.22,10.0,m,3.7,MINDANAO, PHILIPPINES
20260612_0000076,2026-06-12T04:26:54.0Z,5.44,125.39,10.0,m,3.4,MINDANAO, PHILIPPINES
20260612_0000086,2026-06-12T04:50:50.0Z,5.53,125.42,12.0,m,3.1,MINDANAO, PHILIPPINES
20260612_0000090,2026-06-12T05:14:43.32Z,5.4073,124.6241,35.0,mb,4.8,MINDANAO, PHILIPPINES
20260612_0000096,2026-06-12T05:53:20.0Z,5.54,125.56,6.0,m,3.5,MINDANAO, PHILIPPINES
20260612_0000106,2026-06-12T06:28:54.0Z,5.32,125.31,2.0,m,3.0,MINDANAO, PHILIPPINES
20260612_0000108,2026-06-12T06:42:22.0Z,4.49,127.24,10.0,m,3.5,KEPULAUAN TALAUD, INDONESIA
20260612_0000111,2026-06-12T06:56:31.0Z,5.36,125.56,10.0,m,3.7,MINDANAO, PHILIPPINES
20260612_0000113,2026-06-12T06:58:11.0Z,5.73,125.22,19.0,m,3.2,MINDANAO, PHILIPPINES
20260612_0000117,2026-06-12T07:27:13.0Z,5.11,125.49,10.0,m,3.3,MINDANAO, PHILIPPINES
20260612_0000125,2026-06-12T08:02:01.0Z,5.33,125.26,9.0,m,4.0,MINDANAO, PHILIPPINES
20260612_0000136,2026-06-12T08:39:40.0Z,5.29,125.33,27.0,m,4.0,MINDANAO, PHILIPPINES
20260612_0000135,2026-06-12T08:41:38.0Z,5.25,125.34,9.0,m,3.6,MINDANAO, PHILIPPINES
20260612_0000134,2026-06-12T08:46:05.0Z,2.35,127.33,24.0,m,4.2,MOLUCCA SEA
20260612_0000145,2026-06-12T09:23:17.0Z,5.14,125.56,9.0,m,3.1,MINDANAO, PHILIPPINES
20260612_0000147,2026-06-12T09:43:03.0Z,4.97,125.81,10.0,m,3.8,KEPULAUAN SANGIHE, INDONESIA
20260612_0000150,2026-06-12T09:49:13.0Z,8.53,126.5,11.0,m,3.7,MINDANAO, PHILIPPINES
